,name,link,image,ingredients,vector
10,Easy Deviled Eggs,https://www.laurainthekitchen.com/recipes/easy-deviled-eggs/,http://laurainthekitchen.com/500x300thumbnails/easy-deviled-eggs.jpg,pickle mustard celery mayo brine relish,"[-0.02351509  0.1153874  -0.00312696  0.0159246   0.0337436  -0.2146077
  0.04031644  0.2728039  -0.07777339 -0.06139535 -0.07180802 -0.20629202
  0.01524973  0.03934957  0.0383315  -0.04544928  0.0417554  -0.12883087
 -0.01724084 -0.24997568  0.02285291  0.08852243  0.01761227 -0.07738437
 -0.05119287  0.07784799 -0.10380644 -0.0914942  -0.12348815  0.01465324
  0.10217085 -0.03039527  0.08240069 -0.10212202 -0.08343477  0.18290098
  0.03136281 -0.12942918 -0.07181875 -0.21657906 -0.01355028 -0.1475019
 -0.03353262  0.01739468  0.12932107 -0.00172676 -0.08339905 -0.04143063
  0.03814324  0.04654778  0.03285817 -0.08755181 -0.06618147 -0.00886054
 -0.04889422  0.04503876  0.09526139 -0.01908804 -0.1400247   0.04930509
  0.02893887  0.01410421  0.00929793  0.00115393 -0.12645122  0.10464916
  0.08227167  0.07828316 -0.2103309   0.20141731 -0.08282859  0.02169795
  0.14556992 -0.04000283  0.12317622  0.09070059 -0.0043971  -0.01280777
 -0.10036082  0.03284675 -0.11410788 -0.02697406 -0.12352797  0.20628427
 -0.00429258  0.02118884 -0.01709745  0.1523977   0.16376151  0.0368734
  0.15550336  0.13691671  0.01106734  0.04689604  0.18978676  0.11393362
  0.0722677  -0.06744983  0.03968263 -0.02184128]"
11,Easy Shepherds Pie,https://www.laurainthekitchen.com/recipes/easy-shepherds-pie/,http://laurainthekitchen.com/500x300thumbnails/easy-shepherds-pie.jpg,cheddar tomato what carrot pea wine potato beef used celery is,"[-0.02668475  0.11370261 -0.0080332   0.01462429  0.03462113 -0.21817788
  0.03815002  0.26979947 -0.08006626 -0.06225095 -0.07414652 -0.20795202
  0.01384304  0.0402174   0.04149487 -0.04596378  0.0415471  -0.12395272
 -0.02197292 -0.2497959   0.0260658   0.09025474  0.02470272 -0.07647476
 -0.05376642  0.07719926 -0.1094452  -0.09524881 -0.12486122  0.01143659
  0.10626924 -0.02690791  0.07840236 -0.10469949 -0.08062139  0.18265818
  0.03025725 -0.12569794 -0.07159922 -0.22087914 -0.01513993 -0.15216415
 -0.03839714  0.01869344  0.12645286 -0.00182034 -0.08245837 -0.03989843
  0.04080668  0.04664073  0.03127484 -0.08927047 -0.05834698 -0.01375355
 -0.05202254  0.04275686  0.09203979 -0.0223837  -0.1367695   0.04489985
  0.02982018  0.01593877  0.00509004  0.0004462  -0.12528372  0.10574359
  0.08092058  0.08186305 -0.20688213  0.19887114 -0.07953818  0.0203495
  0.14271122 -0.04056628  0.12756826  0.09449743 -0.0080333  -0.01356572
 -0.09898034  0.02991433 -0.11012591 -0.02207242 -0.12615351  0.20538303
 -0.00193039  0.02030961 -0.01725145  0.15523356  0.16313496  0.03705253
  0.15477692  0.13322142  0.01221134  0.04675542  0.19093019  0.11389433
  0.07462022 -0.06928025  0.03529543 -0.0230781 ]"
12,Chipotle Chicken Bowls,https://www.laurainthekitchen.com/recipes/chipotle-chicken-bowls/,http://laurainthekitchen.com/500x300thumbnails/chipotle-chicken-bowls.jpg,lime long chicken bean jalapeno chili rice kernel bouillon scallion adobo pinto neutral corn chipotle,"[-2.59832013e-02  1.12823285e-01 -4.58450243e-03  2.01316942e-02
  3.51587981e-02 -2.18707636e-01  4.10860181e-02  2.69036412e-01
 -8.17165971e-02 -5.80279119e-02 -7.59104788e-02 -2.08401516e-01
  2.06608307e-02  4.01789285e-02  3.95942964e-02 -4.70777825e-02
  4.22515161e-02 -1.26022384e-01 -1.99341290e-02 -2.48719335e-01
  2.62114219e-02  8.82115290e-02  1.95105951e-02 -7.61857182e-02
 -5.18076830e-02  7.94552341e-02 -1.09342583e-01 -8.97320881e-02
 -1.25864491e-01  1.30865239e-02  1.05865739e-01 -2.71430667e-02
  7.45588019e-02 -1.02359697e-01 -7.88563117e-02  1.83052093e-01
  3.08237225e-02 -1.28968462e-01 -7.08973035e-02 -2.22239301e-01
 -1.66463852e-02 -1.51114717e-01 -3.94908190e-02  1.57080628e-02
  1.25361010e-01 -2.70429696e-03 -8.25629979e-02 -3.79887186e-02
  4.08070274e-02  4.76101115e-02  3.21515761e-02 -9.03900042e-02
 -6.24936000e-02 -9.45227966e-03 -5.33618927e-02  4.45054322e-02
  8.96121934e-02 -2.17212792e-02 -1.38349742e-01  4.47414070e-02
  3.14691812e-02  1.12335151e-02  5.70299523e-03  2.54832616e-04
 -1.24736518e-01  1.03035510e-01  8.06296170e-02  8.09114203e-02
 -2.05001310e-01  1.99793547e-01 -7.99228996e-02  2.35364754e-02
  1.47027686e-01 -4.18716781e-02  1.25300467e-01  9.39352587e-02
 -6.20250124e-03 -1.32152308e-02 -9.89735052e-02  3.26718763e-02
 -1.09061010e-01 -2.04159804e-02 -1.22968756e-01  2.07128227e-01
 -5.27386041e-03  1.68309920e-02 -1.75872706e-02  1.55200362e-01
  1.68518633e-01  3.76259051e-02  1.54273286e-01  1.35915086e-01
  1.55296465e-02  4.89214286e-02  1.88169956e-01  1.10819720e-01
  7.63180032e-02 -6.85056895e-02  3.77856568e-02 -2.30909865e-02]"
13,10 Minute Garlic Chili Noodles,https://www.laurainthekitchen.com/recipes/10-minute-garlic-chili-noodles/,http://laurainthekitchen.com/500x300thumbnails/10-minute-garlic-chili-noodles.jpg,part noodle rice scallion wide soy,"[-0.0226208   0.11388243 -0.00501732  0.01633299  0.03134126 -0.21464787
  0.03608941  0.27453122 -0.07824485 -0.06129367 -0.07357115 -0.20604233
  0.01485509  0.04150407  0.03492689 -0.04459881  0.04060233 -0.12692375
 -0.0202694  -0.24453019  0.02227475  0.09032194  0.02105439 -0.07818937
 -0.05488341  0.07601828 -0.10862356 -0.08829902 -0.12833889  0.01287976
  0.10920645 -0.0257895   0.07527786 -0.10966546 -0.08139662  0.18122208
  0.03080425 -0.12746173 -0.07178793 -0.22543272 -0.01787737 -0.15031882
 -0.03667502  0.01986185  0.12350253 -0.00192092 -0.0822563  -0.03819823
  0.04631958  0.04414127  0.03206887 -0.08890306 -0.06115657 -0.0128909
 -0.05283548  0.04426545  0.09568224 -0.02010611 -0.13671622  0.04350001
  0.03065523  0.01747321  0.00216557 -0.00373617 -0.12281602  0.10774352
  0.0784155   0.07531545 -0.20617247  0.1978532  -0.08222625  0.02410754
  0.14358422 -0.04415734  0.12130414  0.09191497 -0.01020365 -0.0170939
 -0.10473254  0.03077356 -0.11053195 -0.01750693 -0.12497948  0.21019217
 -0.00580032  0.01739352 -0.01848667  0.1558419   0.16932638  0.04034284
  0.15523875  0.13397749  0.01644849  0.04522871  0.18706086  0.1135624
  0.07312559 -0.0685369   0.03601627 -0.02289876]"
14,Cheddar Bacon Biscuits,https://www.laurainthekitchen.com/recipes/cheddar-bacon-biscuits/,http://laurainthekitchen.com/500x300thumbnails/cheddar-bacon-biscuits.jpg,maple cheddar till syrup scallion crispy sea bacon cooled soda,"[-0.02541854  0.11103468 -0.00814075  0.01024509  0.03272732 -0.21663731
  0.03857573  0.27057874 -0.07749362 -0.06087778 -0.07230259 -0.2134607
  0.01649049  0.04726106  0.04070972 -0.04678846  0.03946011 -0.12537499
 -0.02254952 -0.24539454  0.02522922  0.08605202  0.02240297 -0.07790079
 -0.05159241  0.07580402 -0.1160494  -0.09406208 -0.12335286  0.01435537
  0.10452797 -0.02559672  0.07937231 -0.10320731 -0.08217559  0.1791172
  0.03097039 -0.13169837 -0.0641964  -0.22406453 -0.01867736 -0.1524142
 -0.03841648  0.01774446  0.12431951 -0.00280802 -0.08325443 -0.04047756
  0.03928879  0.04695594  0.0331993  -0.09343134 -0.06119497 -0.01331032
 -0.04851946  0.04415062  0.09209577 -0.02343974 -0.14153282  0.04335927
  0.0320385   0.01556215  0.00409241  0.00283277 -0.12392412  0.1076736
  0.07794324  0.07913655 -0.20234743  0.20296097 -0.08028336  0.02426168
  0.13836868 -0.04471595  0.12618978  0.09120208 -0.01272237 -0.00850881
 -0.09702192  0.03359655 -0.10918549 -0.02332378 -0.12416978  0.20763192
 -0.00397915  0.01895039 -0.02323637  0.15507185  0.16880214  0.03675887
  0.15356074  0.13361725  0.01397384  0.04412743  0.1907067   0.10845376
  0.07711445 -0.07147834  0.03484885 -0.02621   ]"
15,Bang Bang Chicken Skewers,https://www.laurainthekitchen.com/recipes/bang-bang-chicken-skewers/,http://laurainthekitchen.com/500x300thumbnails/bang-bang-chicken-skewers.jpg,touch chicken sriracha honey mayo chili,"[-0.02177263  0.10960937 -0.00628453  0.01370149  0.03615945 -0.21837345
  0.03954634  0.27268565 -0.08068182 -0.06225799 -0.07191458 -0.20853087
  0.02266596  0.04220473  0.03908198 -0.04845284  0.04316254 -0.12617932
 -0.01881182 -0.24938136  0.02394921  0.08721073  0.02077014 -0.08214375
 -0.05148805  0.07777536 -0.10660233 -0.09103502 -0.12668855  0.01525994
  0.1044145  -0.02830457  0.07914829 -0.10797299 -0.0754867   0.1802515
  0.0297162  -0.13001849 -0.06927755 -0.21861663 -0.01793024 -0.14982462
 -0.03493379  0.01802798  0.12774055 -0.00230538 -0.084269   -0.03988278
  0.03788616  0.0465941   0.03335635 -0.08869781 -0.06328093 -0.01298185
 -0.0510769   0.04201957  0.09010126 -0.01961901 -0.13946424  0.04436598
  0.02939799  0.01576408  0.00308146  0.00244477 -0.12528549  0.10734158
  0.08062049  0.08170937 -0.20601152  0.19787097 -0.07961096  0.02551048
  0.14166608 -0.04098561  0.12418247  0.09142232 -0.00734848 -0.01058833
 -0.09909195  0.03310303 -0.10714111 -0.01997989 -0.12535614  0.20843583
 -0.00440087  0.02000284 -0.01961162  0.15500511  0.16855688  0.03875375
  0.15083183  0.135602    0.01462956  0.04939818  0.19054416  0.11274788
  0.07641976 -0.06931864  0.04102349 -0.02485674]"
16,The Best Zuppa Toscana,https://www.laurainthekitchen.com/recipes/the-best-zuppa-toscana/,http://laurainthekitchen.com/500x300thumbnails/the-best-zuppa-toscana.jpg,stem chicken carrot sausage potato kale celery bacon tuscan,"[-0.02685907  0.11337838 -0.00708902  0.01725201  0.03481205 -0.21580662
  0.03892343  0.27113736 -0.07805309 -0.05745044 -0.07573364 -0.21195705
  0.01819175  0.04272836  0.04129663 -0.0475436   0.04214988 -0.12280291
 -0.01869185 -0.24849808  0.02392811  0.08885361  0.02041213 -0.08032757
 -0.05135524  0.07683114 -0.1086101  -0.09459215 -0.12604019  0.01086603
  0.10712533 -0.02699909  0.07557951 -0.10549746 -0.07981455  0.18290584
  0.03138632 -0.12642437 -0.06812911 -0.21984291 -0.01692743 -0.1479409
 -0.03777422  0.01537005  0.12868454 -0.00056303 -0.08767398 -0.03830105
  0.04175275  0.04529921  0.03154662 -0.08872316 -0.05711491 -0.01363476
 -0.05390951  0.04567641  0.09254579 -0.0194604  -0.13946956  0.04397487
  0.02998875  0.01572132  0.0045244  -0.0005779  -0.12667967  0.10414429
  0.07633978  0.08253538 -0.20319362  0.19811083 -0.07890795  0.02170424
  0.14397414 -0.04147996  0.12545016  0.08978687 -0.0060129  -0.01710241
 -0.10163923  0.03088263 -0.10862955 -0.0237161  -0.12459288  0.20615982
 -0.00646449  0.01823444 -0.02025967  0.15532206  0.16726346  0.03774206
  0.15469989  0.13640647  0.0132895   0.04971578  0.19286671  0.11178201
  0.07526093 -0.06845596  0.03678964 -0.02507759]"
17,Pesto Orzo and Chicken,https://www.laurainthekitchen.com/recipes/pesto-orzo-and-chicken/,http://laurainthekitchen.com/500x300thumbnails/pesto-orzo-and-chicken.jpg,parmesan chicken tomato pesto orzo zucchini cherry sprinkle rind,"[-0.02315868  0.11396892 -0.00245934  0.01656577  0.03538705 -0.2206836
  0.04454904  0.2736434  -0.08141869 -0.06119643 -0.07571981 -0.21075718
  0.01615501  0.03904018  0.03642262 -0.04574949  0.04192163 -0.12090678
 -0.0211965  -0.25025657  0.02340815  0.08543686  0.01848566 -0.08024306
 -0.05118406  0.0762784  -0.10531791 -0.08983696 -0.12316325  0.01107973
  0.10620846 -0.02323872  0.07956143 -0.10039054 -0.07351315  0.17880426
  0.02803453 -0.13189256 -0.06916632 -0.2212897  -0.01661115 -0.14642546
 -0.0351866   0.01307123  0.12603155  0.00045481 -0.08668061 -0.03920956
  0.04439393  0.04568369  0.03199881 -0.09029208 -0.06203658 -0.00862073
 -0.053102    0.04462114  0.0930718  -0.01778788 -0.13651098  0.04658803
  0.03459341  0.01690822  0.00596144  0.0013381  -0.12350379  0.10834794
  0.08128632  0.08209881 -0.20758896  0.2036053  -0.07968734  0.01932529
  0.1403484  -0.04094954  0.1273749   0.0904264  -0.00767491 -0.01573784
 -0.10212192  0.03272972 -0.11022545 -0.01949594 -0.12651363  0.2075837
 -0.00058784  0.02070163 -0.02127832  0.15091875  0.16689721  0.03258947
  0.15392116  0.13280044  0.01102683  0.04758365  0.19056487  0.10665106
  0.07475835 -0.07206728  0.03905901 -0.02631269]"
18,Garlic Beef Tips and Gravy,https://www.laurainthekitchen.com/recipes/garlic-beef-tips-and-gravy/,http://laurainthekitchen.com/500x300thumbnails/garlic-beef-tips-and-gravy.jpg,beef sirloin wine,"[-3.16928774e-02  1.12297565e-01 -1.38581637e-02  1.62720084e-02
  3.26843001e-02 -2.13366717e-01  3.47647779e-02  2.71769255e-01
 -7.72478133e-02 -5.78841269e-02 -7.92236105e-02 -2.03298286e-01
  1.63979810e-02  3.75960469e-02  4.21900079e-02 -4.52427864e-02
  4.22237739e-02 -1.24712497e-01 -1.83144435e-02 -2.53480792e-01
  2.35467963e-02  8.51403996e-02  2.03560106e-02 -7.77508914e-02
 -5.30283265e-02  7.82254562e-02 -1.09923363e-01 -9.63741839e-02
 -1.27970949e-01  1.38664851e-02  1.11657441e-01 -2.30752770e-02
  7.81646296e-02 -1.03451639e-01 -7.84302428e-02  1.82850882e-01
  2.69775484e-02 -1.24680154e-01 -7.02976212e-02 -2.17044055e-01
 -1.79723520e-02 -1.51434898e-01 -3.64177637e-02  2.03942042e-02
  1.27493516e-01 -6.83814287e-04 -8.77532586e-02 -4.08235416e-02
  4.09215726e-02  3.98214199e-02  2.84425579e-02 -8.85584056e-02
 -6.08207434e-02 -8.75087548e-03 -4.92457785e-02  4.35948446e-02
  9.12144408e-02 -2.66717076e-02 -1.36878237e-01  4.28168923e-02
  3.71808670e-02  1.62976328e-02  8.67361389e-03 -3.91274298e-05
 -1.21954970e-01  1.00547798e-01  8.02243501e-02  8.40460658e-02
 -2.06781670e-01  1.97274595e-01 -8.36012438e-02  2.79290229e-02
  1.41280353e-01 -4.08891104e-02  1.27472892e-01  9.59578604e-02
 -1.07509131e-02 -1.25369299e-02 -9.90178809e-02  2.37507708e-02
 -1.06025718e-01 -2.25571413e-02 -1.24359399e-01  2.08147660e-01
 -4.01548389e-03  2.26927735e-02 -1.64673366e-02  1.60671711e-01
  1.66927531e-01  3.23414132e-02  1.54710382e-01  1.40169099e-01
  1.59213971e-02  4.96411249e-02  1.87336683e-01  1.12905145e-01
  7.87079409e-02 -7.27604702e-02  3.86899225e-02 -1.55390315e-02]"
19,Broccoli Cheddar Mac And Cheese,https://www.laurainthekitchen.com/recipes/broccoli-cheddar-mac-and-cheese/,http://laurainthekitchen.com/500x300thumbnails/broccoli-cheddar-mac-and-cheese.jpg,pasta cheddar chicken shell miced broccoli,"[-0.02849112  0.11375164 -0.00650741  0.01306365  0.03363413 -0.2178353
  0.03950197  0.26808923 -0.07706212 -0.06004754 -0.07168674 -0.20808648
  0.018165    0.04426302  0.04440676 -0.04605509  0.04508509 -0.12484927
 -0.01943995 -0.25080344  0.02870084  0.09168761  0.01905828 -0.07343182
 -0.05338772  0.07962062 -0.10736813 -0.09110973 -0.12232053  0.01199413
  0.10712717 -0.02858839  0.07318633 -0.10371196 -0.07972801  0.18509065
  0.03188774 -0.12744352 -0.07236066 -0.2216755  -0.0226325  -0.14888835
 -0.04169407  0.01984535  0.12084977  0.00177313 -0.08537945 -0.04120226
  0.04011962  0.04799435  0.02885875 -0.08817014 -0.06043278 -0.01044082
 -0.04970181  0.04107742  0.09022891 -0.01732049 -0.13729362  0.04738101
  0.03284456  0.01787133  0.00699626  0.00091695 -0.12712197  0.10766861
  0.07613102  0.08295561 -0.20666336  0.20158616 -0.08051055  0.02280885
  0.14475635 -0.04311652  0.12209557  0.09514645 -0.01110511 -0.01239516
 -0.1010078   0.02888157 -0.10659672 -0.02187606 -0.1251992   0.20828643
 -0.00349335  0.02228387 -0.02384327  0.1543942   0.16337825  0.03240425
  0.15837103  0.13291942  0.01452343  0.04953628  0.18758495  0.1139406
  0.07581282 -0.07106215  0.03826201 -0.02982526]"
20,Taco Stuffed Peppers,https://www.laurainthekitchen.com/recipes/taco-stuffed-peppers/,http://laurainthekitchen.com/500x300thumbnails/taco-stuffed-peppers.jpg,cheddar long work tomato salsa taco rice beef mild,"[-2.46902499e-02  1.18768744e-01 -7.79238809e-03  1.23167513e-02
  3.54051590e-02 -2.21130565e-01  3.85872759e-02  2.69611508e-01
 -8.08141604e-02 -6.21677898e-02 -7.77742788e-02 -2.07927540e-01
  1.46336891e-02  4.57001887e-02  3.87748964e-02 -4.25779708e-02
  3.96806002e-02 -1.22125573e-01 -2.23759133e-02 -2.45220646e-01
  2.69379672e-02  9.13517997e-02  2.12434921e-02 -7.48551190e-02
 -5.18079810e-02  7.94432238e-02 -1.13713212e-01 -9.43055376e-02
 -1.24698922e-01  1.38834110e-02  1.08431920e-01 -2.44300049e-02
  7.74459839e-02 -1.05915733e-01 -7.50695392e-02  1.80768877e-01
  2.82573719e-02 -1.25818163e-01 -7.08046407e-02 -2.18161330e-01
 -1.70185380e-02 -1.51759535e-01 -3.97900306e-02  1.56879779e-02
  1.23837017e-01  8.54549755e-04 -8.43377411e-02 -4.33427393e-02
  4.02375013e-02  4.94397916e-02  3.31584625e-02 -8.99820998e-02
 -6.00434877e-02 -6.66098529e-03 -5.23107685e-02  4.53260317e-02
  9.07018557e-02 -2.24768762e-02 -1.41309977e-01  4.30543013e-02
  3.49944979e-02  1.80366337e-02  3.93383205e-03  2.31999817e-04
 -1.21438667e-01  1.04071401e-01  8.49344805e-02  8.31863955e-02
 -2.02814773e-01  2.00339973e-01 -7.76974335e-02  2.12815758e-02
  1.46347210e-01 -4.39924300e-02  1.26202688e-01  9.69744921e-02
 -1.32534811e-02 -1.13499174e-02 -9.87883508e-02  2.91567091e-02
 -1.08047001e-01 -2.19669789e-02 -1.24918699e-01  2.05870181e-01
 -2.57837796e-03  1.96959861e-02 -1.87106766e-02  1.55218825e-01
  1.70211434e-01  3.80847491e-02  1.53446361e-01  1.34871796e-01
  1.11511778e-02  4.88912202e-02  1.87284440e-01  1.10333160e-01
  7.69563764e-02 -6.79211691e-02  3.45688127e-02 -2.26205159e-02]"
21,Marry Me Chicken,https://www.laurainthekitchen.com/recipes/marry-me-chicken/,http://laurainthekitchen.com/500x300thumbnails/marry-me-chicken.jpg,chicken sun tomato,"[-2.98267007e-02  1.16598234e-01 -1.00849308e-02  1.77513734e-02
  3.97812128e-02 -2.15627670e-01  3.90534662e-02  2.69109815e-01
 -8.43233541e-02 -6.26051873e-02 -7.13531971e-02 -2.07911924e-01
  1.87239293e-02  4.53414954e-02  4.38279994e-02 -4.33127172e-02
  4.08193208e-02 -1.23420082e-01 -2.52476819e-02 -2.48781160e-01
  2.07190420e-02  9.01063755e-02  2.18210276e-02 -7.82965943e-02
 -4.70681302e-02  8.04824606e-02 -1.08245626e-01 -8.87317955e-02
 -1.26143053e-01  1.73518546e-02  1.09543957e-01 -3.18896510e-02
  8.03909376e-02 -1.05262011e-01 -8.36545229e-02  1.83620468e-01
  3.41489352e-02 -1.28826588e-01 -6.77099451e-02 -2.18102470e-01
 -1.40774120e-02 -1.52711928e-01 -3.77525352e-02  1.69174150e-02
  1.27445623e-01 -4.33245208e-04 -7.95129091e-02 -3.81152220e-02
  3.80188115e-02  4.86526489e-02  3.45400982e-02 -8.98755863e-02
 -5.85047677e-02 -1.18807368e-02 -5.31836264e-02  4.62761633e-02
  9.48322415e-02 -1.98826902e-02 -1.36452451e-01  4.49160039e-02
  3.21679488e-02  1.92311462e-02  4.28870087e-03 -3.42706451e-04
 -1.25153139e-01  1.07375309e-01  8.23764354e-02  7.82715082e-02
 -2.01988563e-01  1.98230714e-01 -8.09211954e-02  2.53625885e-02
  1.44561574e-01 -4.34199497e-02  1.23403929e-01  9.03961286e-02
 -7.19187967e-03 -1.16524072e-02 -9.70015973e-02  3.28103788e-02
 -1.06864929e-01 -2.27327291e-02 -1.28549501e-01  2.07141802e-01
 -2.45026895e-04  1.57908574e-02 -2.43815631e-02  1.50940835e-01
  1.66904271e-01  3.57987285e-02  1.53812811e-01  1.37249112e-01
  1.45872170e-02  4.87546213e-02  1.92152053e-01  1.11357860e-01
  7.65730366e-02 -6.74823821e-02  3.58412266e-02 -2.11334899e-02]"
22,Roasted Eye Round Roast,https://www.laurainthekitchen.com/recipes/roasted-eye-round-roast/,http://laurainthekitchen.com/500x300thumbnails/roasted-eye-round-roast.jpg,roast pinot wine round grigio beef used eye horseradish shallot,"[-2.41318457e-02  1.12394623e-01 -8.67528375e-03  1.53278839e-02
  3.56894694e-02 -2.17091978e-01  4.25215364e-02  2.69897372e-01
 -7.47150704e-02 -6.14535883e-02 -7.89852440e-02 -2.09241107e-01
  1.50841912e-02  3.64485346e-02  3.95273082e-02 -4.51824069e-02
  4.17380705e-02 -1.19881608e-01 -2.19763275e-02 -2.48852476e-01
  1.93939768e-02  8.89073387e-02  2.36353260e-02 -7.77918324e-02
 -4.77624275e-02  7.26671517e-02 -1.11564606e-01 -9.45596322e-02
 -1.30380630e-01  1.30683668e-02  1.06202744e-01 -2.42227390e-02
  7.84249008e-02 -1.08224228e-01 -7.94000477e-02  1.83412522e-01
  2.57936157e-02 -1.30340785e-01 -7.22668990e-02 -2.21487895e-01
 -1.54346405e-02 -1.48442060e-01 -3.67625169e-02  2.34263577e-02
  1.24893114e-01 -3.19818151e-03 -8.34297910e-02 -3.77085619e-02
  4.08683494e-02  4.85359170e-02  2.70605180e-02 -8.94144699e-02
 -6.13733791e-02 -1.12209367e-02 -5.34489229e-02  4.37579527e-02
  9.16130990e-02 -1.95230767e-02 -1.33120090e-01  4.43984084e-02
  3.38241346e-02  1.49643477e-02  3.01498780e-03 -2.68602103e-04
 -1.24876946e-01  1.03165187e-01  8.56483579e-02  8.41822252e-02
 -2.08759859e-01  1.98368192e-01 -7.58166835e-02  2.43221056e-02
  1.42909810e-01 -4.16190624e-02  1.29794732e-01  9.28264111e-02
 -9.78202838e-03 -1.26501983e-02 -1.02353625e-01  2.89248731e-02
 -1.13772161e-01 -2.65098065e-02 -1.22956805e-01  2.03574106e-01
 -7.87301175e-03  1.77732818e-02 -1.68301631e-02  1.55440643e-01
  1.63411513e-01  3.66130620e-02  1.57251179e-01  1.35824203e-01
  1.39073450e-02  5.01143113e-02  1.84533909e-01  1.12680458e-01
  8.17616060e-02 -6.89566880e-02  3.58120352e-02 -2.77228113e-02]"
23,Spinach Dip Christmas Tree,https://www.laurainthekitchen.com/recipes/spinach-dip-christmas-tree/,http://laurainthekitchen.com/500x300thumbnails/spinach-dip-christmas-tree.jpg,crescent touch mozzarella thawed moisture mayo cheese spinach,"[-0.0231616   0.11177316 -0.00536884  0.01601395  0.03439444 -0.219276
  0.04217225  0.2713284  -0.08046314 -0.06018495 -0.07273261 -0.21206227
  0.01682739  0.0434291   0.03772665 -0.04284479  0.04010094 -0.12647669
 -0.01847287 -0.24635424  0.02457024  0.08876146  0.02323928 -0.08076837
 -0.04918923  0.07893869 -0.10705772 -0.09457103 -0.12670691  0.01376114
  0.10671718 -0.02894806  0.08414447 -0.10510256 -0.07878517  0.18117239
  0.02963181 -0.12895511 -0.07492301 -0.22076921 -0.01605144 -0.14746778
 -0.03530053  0.01801555  0.12649925 -0.0012632  -0.0860609  -0.04147257
  0.03563792  0.04824368  0.03173046 -0.08969512 -0.06288987 -0.00975126
 -0.05592599  0.04489378  0.0931761  -0.01841479 -0.13695951  0.04423591
  0.02840887  0.01917375  0.00590571  0.00084866 -0.11958698  0.10425378
  0.07855769  0.08126424 -0.20460589  0.1938607  -0.08064229  0.02336147
  0.1441449  -0.04554296  0.12680711  0.09363883 -0.00894363 -0.01489264
 -0.10347422  0.03124711 -0.10926426 -0.01942165 -0.12698565  0.20593344
 -0.004046    0.01938336 -0.01734919  0.15746255  0.16323166  0.03766482
  0.14942706  0.13576831  0.0117354   0.04746457  0.18941782  0.11428126
  0.0807946  -0.06862982  0.040093   -0.02356702]"
24,Thumbprint Cookies,https://www.laurainthekitchen.com/recipes/thumbprint-cookies/,http://laurainthekitchen.com/500x300thumbnails/thumbprint-cookies.jpg,vanilla almond jam,"[-0.03022663  0.11024396 -0.00450121  0.01536116  0.03529139 -0.21485479
  0.03716496  0.2746537  -0.07822298 -0.06109586 -0.0715684  -0.21362735
  0.01397076  0.04613499  0.03772371 -0.05199099  0.0404576  -0.12547927
 -0.02090705 -0.24906714  0.03031764  0.0855864   0.02396718 -0.07787046
 -0.04763409  0.07954223 -0.10303058 -0.09251195 -0.12796052  0.01858425
  0.10561965 -0.02424046  0.08029635 -0.10549206 -0.0808754   0.18230858
  0.03071897 -0.12685536 -0.06555486 -0.2228272  -0.01803572 -0.15038875
 -0.03680156  0.01602954  0.12640366 -0.00083638 -0.08656386 -0.03878521
  0.04737091  0.04623745  0.02788646 -0.09042941 -0.05741604 -0.00974153
 -0.05540001  0.04843048  0.08949468 -0.01865609 -0.13970368  0.0433579
  0.03356716  0.01504616  0.0007448  -0.00200723 -0.12434869  0.10311693
  0.07552459  0.08593133 -0.20761271  0.20007984 -0.07325582  0.02868146
  0.14254183 -0.04376527  0.12159204  0.09312131 -0.00375171 -0.01472985
 -0.10047761  0.03343624 -0.10330912 -0.02631108 -0.11800081  0.20949845
 -0.00649125  0.02003716 -0.01429599  0.14924107  0.16780728  0.04141355
  0.15492035  0.12895572  0.01011397  0.048487    0.18761545  0.11750813
  0.07896437 -0.07743053  0.03181316 -0.01872443]"
25,Easy Brie en Croute,https://www.laurainthekitchen.com/recipes/easy-brie-en-croute/,http://laurainthekitchen.com/500x300thumbnails/easy-brie-en-croute.jpg,wheel touch brie smaller wine thawed,"[-0.02163934  0.11583284 -0.00368839  0.01105351  0.04273106 -0.21781039
  0.05040958  0.26733834 -0.08050369 -0.06054506 -0.06606426 -0.2127661
  0.00960741  0.04942941  0.03983573 -0.04206152  0.03624289 -0.1305211
 -0.02356486 -0.24672309  0.03342993  0.09072135  0.01905641 -0.07881304
 -0.0559546   0.08779794 -0.11043761 -0.09279712 -0.13048294  0.01446724
  0.10810264 -0.02612783  0.08509642 -0.10109464 -0.07386227  0.17041041
  0.02735094 -0.13764648 -0.07519516 -0.22274527 -0.01586015 -0.1469048
 -0.04186321  0.01304487  0.12568988  0.00466608 -0.08488083 -0.0359557
  0.04064744  0.04648032  0.0352231  -0.08759862 -0.06100544 -0.00879001
 -0.06046326  0.04145801  0.09350397 -0.01570563 -0.13259917  0.03210095
  0.03195255  0.0109683  -0.00096265 -0.00220819 -0.1262136   0.10964759
  0.08024257  0.0802416  -0.1964085   0.20666108 -0.08566556  0.02107272
  0.13953039 -0.03788858  0.12942463  0.10051782 -0.01344899 -0.01028904
 -0.10285277  0.02935333 -0.10592785 -0.02505718 -0.12116271  0.19914855
 -0.00882153  0.02185911 -0.01136095  0.15237808  0.17167282  0.0276384
  0.14692886  0.13861653  0.01058949  0.04282538  0.19500594  0.1114637
  0.07445367 -0.06679887  0.03529726 -0.01644053]"
